negative,0.7343556880950928
negative,0.6926671266555786
positive,0.4535945951938629
positive,0.4224318563938141
positive,0.6388757824897766
negative,0.5524822473526001
positive,0.5908454656600952
positive,0.45991113781929016
positive,0.5468840599060059
negative,0.5588533282279968
positive,0.7174440026283264
positive,0.5730292797088623
negative,0.49588412046432495
positive,0.4210543632507324
negative,0.6653808951377869
positive,0.46887442469596863
negative,0.681984007358551
positive,0.4245300590991974
negative,0.47507476806640625
negative,0.6594096422195435
positive,0.6377444863319397
negative,0.7259719371795654
positive,0.5685864686965942
negative,0.5583748817443848
positive,0.5126383900642395
negative,0.6963452696800232
negative,0.45929068326950073
negative,0.7085408568382263
negative,0.733988881111145
negative,0.4181962311267853
negative,0.4864501357078552
negative,0.6895314455032349
positive,0.4955112338066101
negative,0.6444928646087646
positive,0.411582887172699
positive,0.542629599571228
positive,0.4167408347129822
negative,0.44926559925079346
negative,0.5271667242050171
positive,0.4955112338066101
negative,0.6605774760246277
positive,0.4955112338066101
positive,0.49435412883758545
negative,0.5962417125701904
negative,0.4739663898944855
negative,0.7647671103477478
negative,0.6079970598220825
negative,0.7113907933235168
negative,0.7318679690361023
negative,0.7730808854103088
positive,0.4250020980834961
positive,0.616202175617218
positive,0.4728626012802124
negative,0.5093715786933899
positive,0.8733246326446533
negative,0.6833518147468567
neutral,0.3674134314060211
positive,0.6759172677993774
negative,0.6483848690986633
negative,0.4817463159561157
positive,0.9033766388893127
negative,0.49585458636283875
negative,0.7341500520706177
positive,0.5788954496383667
positive,0.41815564036369324
positive,0.6411687135696411
negative,0.6150917410850525
negative,0.5857244729995728
negative,0.5345737934112549
negative,0.5665652751922607
positive,0.39681166410446167
positive,0.488427072763443
negative,0.4440966844558716
negative,0.49317365884780884
positive,0.8125312924385071
positive,0.8566991686820984
positive,0.42095282673835754
negative,0.6390508413314819
positive,0.49242281913757324
positive,0.5400987267494202
positive,0.5874990224838257
positive,0.5604339838027954
negative,0.764803409576416
positive,0.8244288563728333
negative,0.5107851624488831
positive,0.7325752377510071
negative,0.9558168649673462
positive,0.41386204957962036
negative,0.859802782535553
negative,0.6267708539962769
negative,0.41468217968940735
negative,0.9155995845794678
negative,0.6909676194190979
positive,0.4783042371273041
positive,0.5505295991897583
negative,0.6284376382827759
positive,0.61734938621521
